clean,corrupted,label
"Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: Who was happy?","abc was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: Who was happy?",Bob
"Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: Who did he want to meet?","Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet abc. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: Who did he want to meet?",Peter
"Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: Who opened the door?","Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. abc opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: Who opened the door?",Peter 
"Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: What color was their hair?","Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same abc hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: What color was their hair?",black
"Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that they were twin brothers. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: Why did they look like each other?","Bob was happy. He was at a new school, and the other students were friendly. ""Hi, Bob!"" They said. But some students said, ""Hi, Peter!"" Bob didn't understand. He asked another student, "" Why do some students call me Peter?"" ""Oh, that is easy to answer,"" the student said. ""Peter was a student here last year. Now, he goes to a different school. You like Peter. Some students think that you are Peter."" Bob wanted to meet Peter. He got Peter's address from a student and went to Peter's house. Peter opened the door. Bob couldn't believe his eyes. He looked really like Peter! Bob and Peter had the same color eyes and the same smile. They had the same black hair. They also had the same birthday. Bob and Peter found out that abc abc abc abc. They both were adopted by two different families. Soon after the boys born, one family adopted Bob, and another family adopted Peter. Bob's family never knew about Peter, and Peter's family never knew about Bob, either.
Question: Why did they look like each other?",they were twin brothers
"The Six-Day War (Hebrew: , ""Milhemet Sheshet Ha Yamim""; Arabic: , ""an-Naksah"", ""The Setback"" or , ""á¸¤arb 1967"", ""War of 1967""), also known as the June War, 1967 ArabâIsraeli War, or Third ArabâIsraeli War, was fought between June 5 and 10, 1967 by Israel and the neighboring states of Egypt (known at the time as the United Arab Republic), Jordan, and Syria. 

Relations between Israel and its neighbours had never fully normalised following the 1948 ArabâIsraeli War. In 1956 Israel invaded the Egyptian Sinai, with one of its objectives being the reopening of the Straits of Tiran which Egypt had blocked to Israeli shipping since 1950. Israel was subsequently forced to withdraw, but won a guarantee that the Straits of Tiran would remain open. Whilst the United Nations Emergency Force was deployed along the border, there was no demilitarisation agreement. 

In the period leading up to June 1967, tensions became dangerously heightened. Israel reiterated its post-1956 position that the closure of the straits of Tiran to its shipping would be a ""casus belli"" and in late May Nasser announced the straits would be closed to Israeli vessels. Egypt then mobilised its forces along its border with Israel, and on 5 June Israel launched what it claimed were a series of preemptive airstrikes against Egyptian airfields. Claims and counterclaims relating to this series of events are one of a number of controversies relating to the conflict.
Question: When was the Six-Day War fought?","The Six-Day War (Hebrew: , ""Milhemet Sheshet Ha Yamim""; Arabic: , ""an-Naksah"", ""The Setback"" or , ""á¸¤arb 1967"", ""War of 1967""), also known as the June War, 1967 ArabâIsraeli War, or Third ArabâIsraeli War, was fought between abc abc abc abc abc abc by Israel and the neighboring states of Egypt (known at the time as the United Arab Republic), Jordan, and Syria. 

Relations between Israel and its neighbours had never fully normalised following the 1948 ArabâIsraeli War. In 1956 Israel invaded the Egyptian Sinai, with one of its objectives being the reopening of the Straits of Tiran which Egypt had blocked to Israeli shipping since 1950. Israel was subsequently forced to withdraw, but won a guarantee that the Straits of Tiran would remain open. Whilst the United Nations Emergency Force was deployed along the border, there was no demilitarisation agreement. 

In the period leading up to June 1967, tensions became dangerously heightened. Israel reiterated its post-1956 position that the closure of the straits of Tiran to its shipping would be a ""casus belli"" and in late May Nasser announced the straits would be closed to Israeli vessels. Egypt then mobilised its forces along its border with Israel, and on 5 June Israel launched what it claimed were a series of preemptive airstrikes against Egyptian airfields. Claims and counterclaims relating to this series of events are one of a number of controversies relating to the conflict.
Question: When was the Six-Day War fought?","June 5 and 10, 1967"
"The Six-Day War (Hebrew: , ""Milhemet Sheshet Ha Yamim""; Arabic: , ""an-Naksah"", ""The Setback"" or , ""á¸¤arb 1967"", ""War of 1967""), also known as the June War, 1967 ArabâIsraeli War, or Third ArabâIsraeli War, was fought between June 5 and 10, 1967 by Israel and the neighboring states of Egypt (known at the time as the United Arab Republic), Jordan, and Syria. 

Relations between Israel and its neighbours had never fully normalised following the 1948 ArabâIsraeli War. In 1956 Israel invaded the Egyptian Sinai, with one of its objectives being the reopening of the Straits of Tiran which Egypt had blocked to Israeli shipping since 1950. Israel was subsequently forced to withdraw, but won a guarantee that the Straits of Tiran would remain open. Whilst the United Nations Emergency Force was deployed along the border, there was no demilitarisation agreement. 

In the period leading up to June 1967, tensions became dangerously heightened. Israel reiterated its post-1956 position that the closure of the straits of Tiran to its shipping would be a ""casus belli"" and in late May Nasser announced the straits would be closed to Israeli vessels. Egypt then mobilised its forces along its border with Israel, and on 5 June Israel launched what it claimed were a series of preemptive airstrikes against Egyptian airfields. Claims and counterclaims relating to this series of events are one of a number of controversies relating to the conflict.
Question: When did Isreal invade the Sinai?","The Six-Day War (Hebrew: , ""Milhemet Sheshet Ha Yamim""; Arabic: , ""an-Naksah"", ""The Setback"" or , ""á¸¤arb 1967"", ""War of 1967""), also known as the June War, 1967 ArabâIsraeli War, or Third ArabâIsraeli War, was fought between June 5 and 10, 1967 by Israel and the neighboring states of Egypt (known at the time as the United Arab Republic), Jordan, and Syria. 

Relations between Israel and its neighbours had never fully normalised following the 1948 ArabâIsraeli War. In abc Israel invaded the Egyptian Sinai, with one of its objectives being the reopening of the Straits of Tiran which Egypt had blocked to Israeli shipping since 1950. Israel was subsequently forced to withdraw, but won a guarantee that the Straits of Tiran would remain open. Whilst the United Nations Emergency Force was deployed along the border, there was no demilitarisation agreement. 

In the period leading up to June 1967, tensions became dangerously heightened. Israel reiterated its post-1956 position that the closure of the straits of Tiran to its shipping would be a ""casus belli"" and in late May Nasser announced the straits would be closed to Israeli vessels. Egypt then mobilised its forces along its border with Israel, and on 5 June Israel launched what it claimed were a series of preemptive airstrikes against Egyptian airfields. Claims and counterclaims relating to this series of events are one of a number of controversies relating to the conflict.
Question: When did Isreal invade the Sinai?",1956
"The Six-Day War (Hebrew: , ""Milhemet Sheshet Ha Yamim""; Arabic: , ""an-Naksah"", ""The Setback"" or , ""á¸¤arb 1967"", ""War of 1967""), also known as the June War, 1967 ArabâIsraeli War, or Third ArabâIsraeli War, was fought between June 5 and 10, 1967 by Israel and the neighboring states of Egypt (known at the time as the United Arab Republic), Jordan, and Syria. 

Relations between Israel and its neighbours had never fully normalised following the 1948 ArabâIsraeli War. In 1956 Israel invaded the Egyptian Sinai, with one of its objectives being the reopening of the Straits of Tiran which Egypt had blocked to Israeli shipping since 1950. Israel was subsequently forced to withdraw, but won a guarantee that the Straits of Tiran would remain open. Whilst the United Nations Emergency Force was deployed along the border, there was no demilitarisation agreement. 

In the period leading up to June 1967, tensions became dangerously heightened. Israel reiterated its post-1956 position that the closure of the straits of Tiran to its shipping would be a ""casus belli"" and in late May Nasser announced the straits would be closed to Israeli vessels. Egypt then mobilised its forces along its border with Israel, and on 5 June Israel launched what it claimed were a series of preemptive airstrikes against Egyptian airfields. Claims and counterclaims relating to this series of events are one of a number of controversies relating to the conflict.
Question: What had been done to the Straits?","The Six-Day War (Hebrew: , ""Milhemet Sheshet Ha Yamim""; Arabic: , ""an-Naksah"", ""The Setback"" or , ""á¸¤arb 1967"", ""War of 1967""), also known as the June War, 1967 ArabâIsraeli War, or Third ArabâIsraeli War, was fought between June 5 and 10, 1967 by Israel and the neighboring states of Egypt (known at the time as the United Arab Republic), Jordan, and Syria. 

Relations between Israel and its neighbours had never fully normalised following the 1948 ArabâIsraeli War. In 1956 Israel invaded the Egyptian Sinai, with one of its objectives being the reopening of the Straits of Tiran which abc abc abc abc abc abc since 1950. Israel was subsequently forced to withdraw, but won a guarantee that the Straits of Tiran would remain open. Whilst the United Nations Emergency Force was deployed along the border, there was no demilitarisation agreement. 

In the period leading up to June 1967, tensions became dangerously heightened. Israel reiterated its post-1956 position that the closure of the straits of Tiran to its shipping would be a ""casus belli"" and in late May Nasser announced the straits would be closed to Israeli vessels. Egypt then mobilised its forces along its border with Israel, and on 5 June Israel launched what it claimed were a series of preemptive airstrikes against Egyptian airfields. Claims and counterclaims relating to this series of events are one of a number of controversies relating to the conflict.
Question: What had been done to the Straits?", Egypt had blocked to Israeli shipping
"Ron Meyer is the president and COO of Universal Studios.As one of the most successful business leaders in Hollywood, he heads up Universal Pictures and Universal Parks & Resorts.He's the guy who oversees the production of Multimillion-dollar extravaganzas likeKing KongandCinderella Man. 

Meyer's story sounds like the plot of one of his motion pictures.He grew up in a modest home where there was little income.It was a big deal to go to a restaurant.At 15, he quit high school and spent his time hanging out with the neighborhood toughs .He was then a kid quick with his fists who seemed to get into fights somewhat regularly.At one point, he was separated from others with an infectious disease, having no TV and nothing to do.His mother sent him two books.One wasThe Amboy Dukes, a novel about kids in street gangs.The other wasThe Flesh Peddlers, about a guy in the talent agency who lived a successful life.""I realized,"" he says, ""that I was no longer that silly kid I had been, and I wanted to change my life."" 

Meyer took any job he could get.He worked as a busboy and short-order cook.He cleaned offices and sold shoes.That attitude made an impression on people.One day he received a call from Paul Kohner, a successful agent who represented stars like John Huston, Charles Bronson and Lana Turner.Their messenger and driver had quit, and they knew Ron was willing to take whatever job they offered. He started the job the next day. 

Meyer was lucky to work with a good boss--and _ .In nearly six years of driving for Kohner, Meyer became his right-hand man and learned a lot.By the 1970s, Meyer had built many relationships in the business.In 1975, the fate presented an opportunity and he started his own operation Creative Artists Agency, which became a huge success, representing Hollywood legends like Barbra Streisand, Tom Hanks and Tom Cruise. 

Twenty years later, Meyer was appointed to run Universal Studios, a position far beyond his youthful dream.But once he saw success was possible, he was driven to achieve it.Today, colleagues regularly owe his success--and theirs--to his humility and perseverance.It's a level of success that takes determination, personality and intelligence, whether it comes from a college education or from the street.
Question: Meyer grew up where ?","Ron Meyer is the president and COO of Universal Studios.As one of the most successful business leaders in Hollywood, he heads up Universal Pictures and abc abc & abc.He's the guy who oversees the production of Multimillion-dollar extravaganzas likeKing KongandCinderella Man. 

Meyer's story sounds like the plot of one of his motion pictures.He grew up in a modest home where there was little income.It was a big deal to go to a restaurant.At 15, he quit high school and spent his time hanging out with the neighborhood toughs .He was then a kid quick with his fists who seemed to get into fights somewhat regularly.At one point, he was separated from others with an infectious disease, having no TV and nothing to do.His mother sent him two books.One wasThe Amboy Dukes, a novel about kids in street gangs.The other wasThe Flesh Peddlers, about a guy in the talent agency who lived a successful life.""I realized,"" he says, ""that I was no longer that silly kid I had been, and I wanted to change my life."" 

Meyer took any job he could get.He worked as a busboy and short-order cook.He cleaned offices and sold shoes.That attitude made an impression on people.One day he received a call from Paul Kohner, a successful agent who represented stars like John Huston, Charles Bronson and Lana Turner.Their messenger and driver had quit, and they knew Ron was willing to take whatever job they offered. He started the job the next day. 

Meyer was lucky to work with a good boss--and _ .In nearly six years of driving for Kohner, Meyer became his right-hand man and learned a lot.By the 1970s, Meyer had built many relationships in the business.In 1975, the fate presented an opportunity and he started his own operation Creative Artists Agency, which became a huge success, representing Hollywood legends like Barbra Streisand, Tom Hanks and Tom Cruise. 

Twenty years later, Meyer was appointed to run Universal Studios, a position far beyond his youthful dream.But once he saw success was possible, he was driven to achieve it.Today, colleagues regularly owe his success--and theirs--to his humility and perseverance.It's a level of success that takes determination, personality and intelligence, whether it comes from a college education or from the street.
Question: Meyer grew up where ?",Universal Parks & Resorts
"Spain and its autonomous communities are divided into fifty provinces (, ; sing. ""provincia""). Ceuta, Melilla and the Plazas de soberanÃ­a are not part of any provinces. 

The layout of Spain's provinces closely follows the pattern of the territorial division of the country carried out in 1833. The only major change of provincial borders since that time has been the sub-division of the Canary Islands into two provinces rather than one. 

Historically, the provinces served mainly as transmission belts for policies enacted in Madrid, as Spain was a highly centralised state for most of its history. The importance of the provinces has declined since the adoption of the system of autonomous communities in the period of the Spanish transition to democracy. They nevertheless remain electoral districts for national elections and as geographical references: for instance in postal addresses and telephone codes. 

A small town would normally be identified as being in, say, Valladolid province rather than the autonomous community of Castile and LeÃ³n. The provinces were the ""building-blocks"" from which the autonomous communities were created. Consequently, no province is divided between more than one of these communities. 

Most of the provincesâwith the exception of Ãlava/Araba, Asturias/Asturies, Bizkaia/Vizcaya, Cantabria, Gipuzkoa/GipÃºzcoa, Illes Balears/Islas Baleares, La Rioja, and Nafarroa/Navarraâare named after their principal town. Only two capitals of autonomous communitiesâMÃ©rida in Extremadura and Santiago de Compostela in Galiciaâare not also the capitals of provinces.
Question: What were provinces historically for?","Spain and its autonomous communities are divided into fifty provinces (, ; sing. ""provincia""). Ceuta, Melilla and the Plazas de soberanÃ­a are not part of any provinces. 

The layout of Spain's provinces closely follows the pattern of the territorial division of the country carried out in 1833. The only major change of provincial borders since that time has been the sub-division of the Canary Islands into two provinces rather than one. 

Historically, the provinces served mainly as abc abc abc abc abc in Madrid, as Spain was a highly centralised state for most of its history. The importance of the provinces has declined since the adoption of the system of autonomous communities in the period of the Spanish transition to democracy. They nevertheless remain electoral districts for national elections and as geographical references: for instance in postal addresses and telephone codes. 

A small town would normally be identified as being in, say, Valladolid province rather than the autonomous community of Castile and LeÃ³n. The provinces were the ""building-blocks"" from which the autonomous communities were created. Consequently, no province is divided between more than one of these communities. 

Most of the provincesâwith the exception of Ãlava/Araba, Asturias/Asturies, Bizkaia/Vizcaya, Cantabria, Gipuzkoa/GipÃºzcoa, Illes Balears/Islas Baleares, La Rioja, and Nafarroa/Navarraâare named after their principal town. Only two capitals of autonomous communitiesâMÃ©rida in Extremadura and Santiago de Compostela in Galiciaâare not also the capitals of provinces.
Question: What were provinces historically for?",transmission belts for policies enacted
"Spain and its autonomous communities are divided into fifty provinces (, ; sing. ""provincia""). Ceuta, Melilla and the Plazas de soberanÃ­a are not part of any provinces. 

The layout of Spain's provinces closely follows the pattern of the territorial division of the country carried out in 1833. The only major change of provincial borders since that time has been the sub-division of the Canary Islands into two provinces rather than one. 

Historically, the provinces served mainly as transmission belts for policies enacted in Madrid, as Spain was a highly centralised state for most of its history. The importance of the provinces has declined since the adoption of the system of autonomous communities in the period of the Spanish transition to democracy. They nevertheless remain electoral districts for national elections and as geographical references: for instance in postal addresses and telephone codes. 

A small town would normally be identified as being in, say, Valladolid province rather than the autonomous community of Castile and LeÃ³n. The provinces were the ""building-blocks"" from which the autonomous communities were created. Consequently, no province is divided between more than one of these communities. 

Most of the provincesâwith the exception of Ãlava/Araba, Asturias/Asturies, Bizkaia/Vizcaya, Cantabria, Gipuzkoa/GipÃºzcoa, Illes Balears/Islas Baleares, La Rioja, and Nafarroa/Navarraâare named after their principal town. Only two capitals of autonomous communitiesâMÃ©rida in Extremadura and Santiago de Compostela in Galiciaâare not also the capitals of provinces.
Question: What location is divided into fifty provinces?","abc and its autonomous communities are divided into fifty provinces (, ; sing. ""provincia""). Ceuta, Melilla and the Plazas de soberanÃ­a are not part of any provinces. 

The layout of Spain's provinces closely follows the pattern of the territorial division of the country carried out in 1833. The only major change of provincial borders since that time has been the sub-division of the Canary Islands into two provinces rather than one. 

Historically, the provinces served mainly as transmission belts for policies enacted in Madrid, as Spain was a highly centralised state for most of its history. The importance of the provinces has declined since the adoption of the system of autonomous communities in the period of the Spanish transition to democracy. They nevertheless remain electoral districts for national elections and as geographical references: for instance in postal addresses and telephone codes. 

A small town would normally be identified as being in, say, Valladolid province rather than the autonomous community of Castile and LeÃ³n. The provinces were the ""building-blocks"" from which the autonomous communities were created. Consequently, no province is divided between more than one of these communities. 

Most of the provincesâwith the exception of Ãlava/Araba, Asturias/Asturies, Bizkaia/Vizcaya, Cantabria, Gipuzkoa/GipÃºzcoa, Illes Balears/Islas Baleares, La Rioja, and Nafarroa/Navarraâare named after their principal town. Only two capitals of autonomous communitiesâMÃ©rida in Extremadura and Santiago de Compostela in Galiciaâare not also the capitals of provinces.
Question: What location is divided into fifty provinces?",Spain
"Spain and its autonomous communities are divided into fifty provinces (, ; sing. ""provincia""). Ceuta, Melilla and the Plazas de soberanÃ­a are not part of any provinces. 

The layout of Spain's provinces closely follows the pattern of the territorial division of the country carried out in 1833. The only major change of provincial borders since that time has been the sub-division of the Canary Islands into two provinces rather than one. 

Historically, the provinces served mainly as transmission belts for policies enacted in Madrid, as Spain was a highly centralised state for most of its history. The importance of the provinces has declined since the adoption of the system of autonomous communities in the period of the Spanish transition to democracy. They nevertheless remain electoral districts for national elections and as geographical references: for instance in postal addresses and telephone codes. 

A small town would normally be identified as being in, say, Valladolid province rather than the autonomous community of Castile and LeÃ³n. The provinces were the ""building-blocks"" from which the autonomous communities were created. Consequently, no province is divided between more than one of these communities. 

Most of the provincesâwith the exception of Ãlava/Araba, Asturias/Asturies, Bizkaia/Vizcaya, Cantabria, Gipuzkoa/GipÃºzcoa, Illes Balears/Islas Baleares, La Rioja, and Nafarroa/Navarraâare named after their principal town. Only two capitals of autonomous communitiesâMÃ©rida in Extremadura and Santiago de Compostela in Galiciaâare not also the capitals of provinces.
Question: What are most provinces named after?","Spain and its autonomous communities are divided into fifty provinces (, ; sing. ""provincia""). Ceuta, Melilla and the Plazas de soberanÃ­a are not part of any provinces. 

The layout of Spain's provinces closely follows the pattern of the territorial division of the country carried out in 1833. The only major change of provincial borders since that time has been the sub-division of the Canary Islands into two provinces rather than one. 

Historically, the provinces served mainly as transmission belts for policies enacted in Madrid, as Spain was a highly centralised state for most of its history. The importance of the provinces has declined since the adoption of the system of autonomous communities in the period of the Spanish transition to democracy. They nevertheless remain electoral districts for national elections and as geographical references: for instance in postal addresses and telephone codes. 

A small town would normally be identified as being in, say, Valladolid province rather than the autonomous community of Castile and LeÃ³n. The provinces were the ""building-blocks"" from which the autonomous communities were created. Consequently, no province is divided between more than one of these communities. 

Most of the provincesâwith the exception of Ãlava/Araba, Asturias/Asturies, Bizkaia/Vizcaya, Cantabria, Gipuzkoa/GipÃºzcoa, Illes Balears/Islas Baleares, La Rioja, and Nafarroa/Navarraâare named after abc abc abc. Only two capitals of autonomous communitiesâMÃ©rida in Extremadura and Santiago de Compostela in Galiciaâare not also the capitals of provinces.
Question: What are most provinces named after?", their principal
"Spain and its autonomous communities are divided into fifty provinces (, ; sing. ""provincia""). Ceuta, Melilla and the Plazas de soberanÃ­a are not part of any provinces. 

The layout of Spain's provinces closely follows the pattern of the territorial division of the country carried out in 1833. The only major change of provincial borders since that time has been the sub-division of the Canary Islands into two provinces rather than one. 

Historically, the provinces served mainly as transmission belts for policies enacted in Madrid, as Spain was a highly centralised state for most of its history. The importance of the provinces has declined since the adoption of the system of autonomous communities in the period of the Spanish transition to democracy. They nevertheless remain electoral districts for national elections and as geographical references: for instance in postal addresses and telephone codes. 

A small town would normally be identified as being in, say, Valladolid province rather than the autonomous community of Castile and LeÃ³n. The provinces were the ""building-blocks"" from which the autonomous communities were created. Consequently, no province is divided between more than one of these communities. 

Most of the provincesâwith the exception of Ãlava/Araba, Asturias/Asturies, Bizkaia/Vizcaya, Cantabria, Gipuzkoa/GipÃºzcoa, Illes Balears/Islas Baleares, La Rioja, and Nafarroa/Navarraâare named after their principal town. Only two capitals of autonomous communitiesâMÃ©rida in Extremadura and Santiago de Compostela in Galiciaâare not also the capitals of provinces.
Question: What made the province more unimportant?","Spain and its autonomous communities are divided into fifty provinces (, ; sing. ""provincia""). Ceuta, Melilla and the Plazas de soberanÃ­a are not part of any provinces. 

The layout of Spain's provinces closely follows the pattern of the territorial division of the country carried out in 1833. The only major change of provincial borders since that time has been the sub-division of the Canary Islands into two provinces rather than one. 

Historically, the provinces served mainly as transmission belts for policies enacted in Madrid, as Spain was a highly centralised state for most of its history. The importance of the provinces  has declined since abc abc abc abc abc abc abc abc communities in the period of the Spanish transition to democracy. They nevertheless remain electoral districts for national elections and as geographical references: for instance in postal addresses and telephone codes. 

A small town would normally be identified as being in, say, Valladolid province rather than the autonomous community of Castile and LeÃ³n. The provinces were the ""building-blocks"" from which the autonomous communities were created. Consequently, no province is divided between more than one of these communities. 

Most of the provincesâwith the exception of Ãlava/Araba, Asturias/Asturies, Bizkaia/Vizcaya, Cantabria, Gipuzkoa/GipÃºzcoa, Illes Balears/Islas Baleares, La Rioja, and Nafarroa/Navarraâare named after their principal town. Only two capitals of autonomous communitiesâMÃ©rida in Extremadura and Santiago de Compostela in Galiciaâare not also the capitals of provinces.
Question: What made the province more unimportant?",the adoption of the system of autonomous communities
"Since the Protestant Reformation, the most prominent Christian denomination in Thuringia has been Lutheranism. During the GDR period, church membership was discouraged and has continued shrinking since the reunification in 1990. Today over two thirds of the population is non-religious. The Protestant Evangelical Church in Germany has had the largest number of members in the state, adhered to by 24.0% of the population in 2009. Members of the Catholic Church formed 7.8% of the population, while 68.2% of Thuringians were non-religious or adhere to other faiths. The highest Protestant concentrations are in the small villages of southern and western Thuringia, whereas the bigger cities are even more non-religious (up to 88% in Gera). Catholic regions are the Eichsfeld in the northwest and parts of the RhÃ¶n Mountains around Geisa in the southwest. Protestant church membership is shrinking rapidly, whereas the Catholic Church is somewhat more stable because of Catholic migration from Poland, Southern Europe and West Germany. Other religions play no significant role in Thuringia. There are only a few thousand Muslims (largely migrants) and about 750 Jews (mostly migrants from Russia) living in Thuringia. Furthermore, there are some Orthodox communities of Eastern European migrants and some traditional Protestant Free churches in Thuringia without any societal influence.
Question: what is the biggest church in Germany?","Since the Protestant Reformation, the most prominent Christian denomination in Thuringia has been Lutheranism. During the GDR period, church membership was discouraged and has continued shrinking since the reunification in 1990. Today over two thirds of the population is non-religious. abc abc abc abc in Germany has had the largest number of members in the state, adhered to by 24.0% of the population in 2009. Members of the Catholic Church formed 7.8% of the population, while 68.2% of Thuringians were non-religious or adhere to other faiths. The highest Protestant concentrations are in the small villages of southern and western Thuringia, whereas the bigger cities are even more non-religious (up to 88% in Gera). Catholic regions are the Eichsfeld in the northwest and parts of the RhÃ¶n Mountains around Geisa in the southwest. Protestant church membership is shrinking rapidly, whereas the Catholic Church is somewhat more stable because of Catholic migration from Poland, Southern Europe and West Germany. Other religions play no significant role in Thuringia. There are only a few thousand Muslims (largely migrants) and about 750 Jews (mostly migrants from Russia) living in Thuringia. Furthermore, there are some Orthodox communities of Eastern European migrants and some traditional Protestant Free churches in Thuringia without any societal influence.
Question: what is the biggest church in Germany?",The Protestant Evangelical Church
