sample_idx	filename	type-token ratio (disjoint windows)	evenness (disjoint windows)	average token length (disjoint windows)	Gini-based dispersion (disjoint windows)	evenness-based dispersion (disjoint windows)	lexical density	rarity
23856	D:\textcomplexity\twitter_output\input_files\23856.conllu	1.0	1.0000000000000002	3.6666666666666665			0.375	0.0
23861	D:\textcomplexity\twitter_output\input_files\23861.conllu	1.0	1.0	3.933333333333333			0.3333333333333333	0.2
23895	D:\textcomplexity\twitter_output\input_files\23895.conllu	1.0	1.0	2.7			0.3571428571428571	0.2
23913	D:\textcomplexity\twitter_output\input_files\23913.conllu	1.0	1.0000000000000002	3.1666666666666665			0.375	0.0
23928	D:\textcomplexity\twitter_output\input_files\23928.conllu	1.0	1.0	2.48			0.3333333333333333	0.2222222222222222
23934	D:\textcomplexity\twitter_output\input_files\23934.conllu	1.0	1.0	3.2			0.3846153846153846	0.2
24063	D:\textcomplexity\twitter_output\input_files\24063.conllu	1.0	1.0	3.75			0.2	0.0
24074	D:\textcomplexity\twitter_output\input_files\24074.conllu	0.95	0.9902410118609204	3.35			0.3333333333333333	0.1428571428571428
24085	D:\textcomplexity\twitter_output\input_files\24085.conllu	1.0	1.0000000000000002	3.833333333333333			0.3846153846153846	0.2
24111	D:\textcomplexity\twitter_output\input_files\24111.conllu	0.8888888888888888	0.9727652780181634	3.0			0.3	0.0
24118	D:\textcomplexity\twitter_output\input_files\24118.conllu	1.0	1.0000000000000002	3.7777777777777777			0.3333333333333333	0.0
24170	D:\textcomplexity\twitter_output\input_files\24170.conllu	0.95	0.9902410118609204	3.55			0.391304347826087	0.2222222222222222
24180	D:\textcomplexity\twitter_output\input_files\24180.conllu	0.7	0.9854752972273344	3.4000000000000004			0.0769230769230769	0.0
24189	D:\textcomplexity\twitter_output\input_files\24189.conllu	0.9714285714285714	0.9944234353490972	3.0285714285714285			0.2571428571428571	0.0
24190	D:\textcomplexity\twitter_output\input_files\24190.conllu	1.0	1.0	3.2			0.3333333333333333	0.2222222222222222
24225	D:\textcomplexity\twitter_output\input_files\24225.conllu	1.0	1.0	3.6666666666666665			0.3529411764705882	0.0
24229	D:\textcomplexity\twitter_output\input_files\24229.conllu	0.96	0.9921928094887362	3.68			0.32	0.0
24238	D:\textcomplexity\twitter_output\input_files\24238.conllu	1.0	1.0	3.45			0.391304347826087	0.2222222222222222
24272	D:\textcomplexity\twitter_output\input_files\24272.conllu	1.0	1.0	3.8			0.3928571428571428	0.1818181818181818
24311	D:\textcomplexity\twitter_output\input_files\24311.conllu	1.0	1.0	3.0			0.2	0.0
24313	D:\textcomplexity\twitter_output\input_files\24313.conllu	0.9333333333333332	0.9869880158145604	3.533333333333333			0.3333333333333333	0.0
24320	D:\textcomplexity\twitter_output\input_files\24320.conllu	0.96	0.9921928094887362	3.76			0.3703703703703703	0.2
24341	D:\textcomplexity\twitter_output\input_files\24341.conllu	0.95	0.9902410118609204	3.25			0.35	0.0
24343	D:\textcomplexity\twitter_output\input_files\24343.conllu	1.0	1.0	3.033333333333333			0.3666666666666666	0.0909090909090909
24368	D:\textcomplexity\twitter_output\input_files\24368.conllu	1.0	1.0	3.1666666666666665			0.1666666666666666	0.0
24378	D:\textcomplexity\twitter_output\input_files\24378.conllu	1.0	1.0	3.6			0.2727272727272727	0.0
24423	D:\textcomplexity\twitter_output\input_files\24423.conllu	1.0	1.0	3.64			0.3571428571428571	0.1
24426	D:\textcomplexity\twitter_output\input_files\24426.conllu	1.0	1.0	3.1			0.3333333333333333	0.0
24450	D:\textcomplexity\twitter_output\input_files\24450.conllu	1.0	1.0	3.2666666666666666			0.2631578947368421	0.2
24453	D:\textcomplexity\twitter_output\input_files\24453.conllu	1.0	1.0	3.68			0.2962962962962963	0.0
24478	D:\textcomplexity\twitter_output\input_files\24478.conllu	1.0	1.0000000000000002	3.5			0.25	0.0
24504	D:\textcomplexity\twitter_output\input_files\24504.conllu	0.96	0.9921928094887362	3.52			0.3448275862068966	0.1
24517	D:\textcomplexity\twitter_output\input_files\24517.conllu	1.0	1.0	2.75			0.2	0.0
24531	D:\textcomplexity\twitter_output\input_files\24531.conllu	1.0	1.0	3.8			0.3846153846153846	0.0
24533	D:\textcomplexity\twitter_output\input_files\24533.conllu	1.0	1.0	3.9			0.3333333333333333	0.0
24611	D:\textcomplexity\twitter_output\input_files\24611.conllu	1.0	1.0	3.4			0.3529411764705882	0.1666666666666666
24617	D:\textcomplexity\twitter_output\input_files\24617.conllu	1.0	1.0	3.75			0.2	0.0
24621	D:\textcomplexity\twitter_output\input_files\24621.conllu	0.95	0.9902410118609204	3.9			0.3181818181818182	0.1428571428571428
24633	D:\textcomplexity\twitter_output\input_files\24633.conllu	1.0	1.0	3.066666666666667			0.3125	0.0
24637	D:\textcomplexity\twitter_output\input_files\24637.conllu	1.0	1.0000000000000002	3.25			0.25	0.0
24670	D:\textcomplexity\twitter_output\input_files\24670.conllu	1.0	1.0	3.84			0.3793103448275862	0.0909090909090909
24671	D:\textcomplexity\twitter_output\input_files\24671.conllu	1.0	1.0	3.9333333333333336			0.3157894736842105	0.1666666666666666
24682	D:\textcomplexity\twitter_output\input_files\24682.conllu	0.95	0.9902410118609204	3.1500000000000004			0.375	0.0
24695	D:\textcomplexity\twitter_output\input_files\24695.conllu	1.0	1.0	3.4			0.3333333333333333	0.0
24701	D:\textcomplexity\twitter_output\input_files\24701.conllu	1.0	1.0	3.88			0.3333333333333333	0.2222222222222222
24709	D:\textcomplexity\twitter_output\input_files\24709.conllu	1.0	1.0000000000000002	3.2222222222222223			0.3	0.0
24711	D:\textcomplexity\twitter_output\input_files\24711.conllu	0.9	0.9804820237218406	3.7			0.3571428571428571	0.0
24714	D:\textcomplexity\twitter_output\input_files\24714.conllu	1.0	1.0	3.25			0.3809523809523809	0.0
24750	D:\textcomplexity\twitter_output\input_files\24750.conllu	1.0	1.0000000000000002	3.166666666666667			0.3333333333333333	0.0
24764	D:\textcomplexity\twitter_output\input_files\24764.conllu	1.0	1.0	2.9			0.2857142857142857	0.1666666666666666
24797	D:\textcomplexity\twitter_output\input_files\24797.conllu	1.0	1.0	3.28			0.3928571428571428	0.0909090909090909
24798	D:\textcomplexity\twitter_output\input_files\24798.conllu	1.0	1.0	3.25			0.25	0.0
24820	D:\textcomplexity\twitter_output\input_files\24820.conllu	1.0	1.0	3.7			0.3478260869565217	0.0
24830	D:\textcomplexity\twitter_output\input_files\24830.conllu	1.0	1.0	3.5			0.25	0.0
24850	D:\textcomplexity\twitter_output\input_files\24850.conllu	1.0	1.0	3.1			0.35	0.1428571428571428
24853	D:\textcomplexity\twitter_output\input_files\24853.conllu	1.0	1.0000000000000002	3.6666666666666665			0.375	0.0
24897	D:\textcomplexity\twitter_output\input_files\24897.conllu	1.0	1.0	3.6			0.3809523809523809	0.125
24923	D:\textcomplexity\twitter_output\input_files\24923.conllu	0.8888888888888888	0.9727652780181634	2.333333333333333			0.3	0.0
24939	D:\textcomplexity\twitter_output\input_files\24939.conllu	1.0	1.0	3.6			0.3846153846153846	0.2
24945	D:\textcomplexity\twitter_output\input_files\24945.conllu	1.0	1.0	3.033333333333333			0.3636363636363636	0.0833333333333333
24967	D:\textcomplexity\twitter_output\input_files\24967.conllu	0.8	0.907309364962454	3.466666666666667			0.2941176470588235	0.2
24985	D:\textcomplexity\twitter_output\input_files\24985.conllu	1.0	1.0	3.8			0.2	0.0
24987	D:\textcomplexity\twitter_output\input_files\24987.conllu	1.0	1.0	3.9			0.3478260869565217	0.125
24997	D:\textcomplexity\twitter_output\input_files\24997.conllu	1.0	1.0	3.8			0.25	0.0
25008	D:\textcomplexity\twitter_output\input_files\25008.conllu	1.0	1.0000000000000002	3.6666666666666665			0.3333333333333333	0.0
25021	D:\textcomplexity\twitter_output\input_files\25021.conllu	1.0	1.0	3.45			0.3809523809523809	0.0
25034	D:\textcomplexity\twitter_output\input_files\25034.conllu	1.0	1.0	3.533333333333333			0.2777777777777778	0.0
25070	D:\textcomplexity\twitter_output\input_files\25070.conllu	1.0	1.0	2.9			0.2727272727272727	0.0
25127	D:\textcomplexity\twitter_output\input_files\25127.conllu	1.0	1.0	3.2666666666666666			0.3125	0.2
25167	D:\textcomplexity\twitter_output\input_files\25167.conllu	1.0	1.0	3.733333333333333			0.3125	0.2
25170	D:\textcomplexity\twitter_output\input_files\25170.conllu	1.0	1.0	3.4			0.391304347826087	0.2222222222222222
25195	D:\textcomplexity\twitter_output\input_files\25195.conllu	1.0	1.0	3.1666666666666665			0.3	0.2222222222222222
25198	D:\textcomplexity\twitter_output\input_files\25198.conllu	1.0	1.0	3.32			0.3448275862068966	0.2
25216	D:\textcomplexity\twitter_output\input_files\25216.conllu	1.0	1.0	3.2			0.3333333333333333	0.2
25219	D:\textcomplexity\twitter_output\input_files\25219.conllu	1.0	1.0	3.333333333333333			0.3888888888888889	0.1428571428571428
25240	D:\textcomplexity\twitter_output\input_files\25240.conllu	1.0	1.0000000000000002	3.6666666666666665			0.1666666666666666	0.0
25242	D:\textcomplexity\twitter_output\input_files\25242.conllu	1.0	1.0000000000000002	3.333333333333333			0.375	0.0
25245	D:\textcomplexity\twitter_output\input_files\25245.conllu	1.0	1.0	2.0			0.25	0.0
25262	D:\textcomplexity\twitter_output\input_files\25262.conllu	1.0	1.0	2.5			0.25	0.0
25304	D:\textcomplexity\twitter_output\input_files\25304.conllu	1.0	1.0	3.8			0.3076923076923077	0.0
25322	D:\textcomplexity\twitter_output\input_files\25322.conllu	1.0	1.0	3.35			0.3636363636363636	0.125
25340	D:\textcomplexity\twitter_output\input_files\25340.conllu	0.96	0.9921928094887362	3.44			0.3928571428571428	0.1818181818181818
25349	D:\textcomplexity\twitter_output\input_files\25349.conllu	1.0	1.0	3.4			0.3	0.0
25377	D:\textcomplexity\twitter_output\input_files\25377.conllu	1.0	1.0	2.5			0.3333333333333333	0.0
25426	D:\textcomplexity\twitter_output\input_files\25426.conllu	1.0	1.0	3.6			0.3888888888888889	0.1428571428571428
25459	D:\textcomplexity\twitter_output\input_files\25459.conllu	1.0	1.0	3.8			0.2857142857142857	0.0
25471	D:\textcomplexity\twitter_output\input_files\25471.conllu	1.0	1.0	3.52			0.3846153846153846	0.0
25493	D:\textcomplexity\twitter_output\input_files\25493.conllu	1.0	1.0	3.1333333333333333			0.2777777777777778	0.0
25516	D:\textcomplexity\twitter_output\input_files\25516.conllu	1.0	1.0	3.8666666666666663			0.3888888888888889	0.1428571428571428
25551	D:\textcomplexity\twitter_output\input_files\25551.conllu	1.0	1.0	3.35			0.238095238095238	0.2
25636	D:\textcomplexity\twitter_output\input_files\25636.conllu	1.0	1.0	3.44			0.36	0.2222222222222222
25665	D:\textcomplexity\twitter_output\input_files\25665.conllu	1.0	1.0	3.32			0.3333333333333333	0.1111111111111111
25676	D:\textcomplexity\twitter_output\input_files\25676.conllu	1.0	1.0	3.0			0.3214285714285714	0.0
25685	D:\textcomplexity\twitter_output\input_files\25685.conllu	1.0	1.0	3.0			0.25	0.0
25703	D:\textcomplexity\twitter_output\input_files\25703.conllu	1.0	1.0000000000000002	3.0			0.375	0.0
25713	D:\textcomplexity\twitter_output\input_files\25713.conllu	1.0	1.0	2.92			0.36	0.1111111111111111
25773	D:\textcomplexity\twitter_output\input_files\25773.conllu	1.0	1.0	3.2666666666666666			0.2631578947368421	0.2
25777	D:\textcomplexity\twitter_output\input_files\25777.conllu	1.0	1.0000000000000002	3.166666666666667			0.1666666666666666	0.0
25812	D:\textcomplexity\twitter_output\input_files\25812.conllu	1.0	1.0	2.76			0.3076923076923077	0.0
25852	D:\textcomplexity\twitter_output\input_files\25852.conllu	1.0	1.0	3.3200000000000003			0.3928571428571428	0.1818181818181818
25853	D:\textcomplexity\twitter_output\input_files\25853.conllu	1.0	1.0000000000000002	2.6666666666666665			0.3	0.0
25856	D:\textcomplexity\twitter_output\input_files\25856.conllu	1.0	1.0	3.2			0.3157894736842105	0.0
25865	D:\textcomplexity\twitter_output\input_files\25865.conllu	1.0	1.0	2.5			0.25	0.0
25907	D:\textcomplexity\twitter_output\input_files\25907.conllu	1.0	1.0000000000000002	3.333333333333333			0.2727272727272727	0.0
25922	D:\textcomplexity\twitter_output\input_files\25922.conllu	1.0	1.0000000000000002	3.555555555555556			0.2222222222222222	0.0
25952	D:\textcomplexity\twitter_output\input_files\25952.conllu	1.0	1.0	2.9			0.391304347826087	0.2222222222222222
25961	D:\textcomplexity\twitter_output\input_files\25961.conllu	0.9	0.9804820237218406	3.533333333333333			0.21875	0.1428571428571428
25970	D:\textcomplexity\twitter_output\input_files\25970.conllu	1.0	1.0000000000000002	2.833333333333333			0.375	0.0
25984	D:\textcomplexity\twitter_output\input_files\25984.conllu	1.0	1.0	3.48			0.1785714285714285	0.2
25992	D:\textcomplexity\twitter_output\input_files\25992.conllu	1.0	1.0000000000000002	3.0			0.1428571428571428	0.0
26020	D:\textcomplexity\twitter_output\input_files\26020.conllu	0.96	0.9921928094887362	3.36			0.2962962962962963	0.125
26044	D:\textcomplexity\twitter_output\input_files\26044.conllu	1.0	1.0000000000000002	3.1666666666666665			0.375	0.0
26078	D:\textcomplexity\twitter_output\input_files\26078.conllu	0.95	0.9902410118609204	3.3			0.391304347826087	0.1111111111111111
26086	D:\textcomplexity\twitter_output\input_files\26086.conllu	1.0	1.0	3.9			0.3571428571428571	0.2
26117	D:\textcomplexity\twitter_output\input_files\26117.conllu	1.0	1.0	3.24			0.3928571428571428	0.1818181818181818
26129	D:\textcomplexity\twitter_output\input_files\26129.conllu	1.0	1.0	3.36			0.3461538461538461	0.1111111111111111
26161	D:\textcomplexity\twitter_output\input_files\26161.conllu	1.0	1.0	3.9			0.2857142857142857	0.0
26178	D:\textcomplexity\twitter_output\input_files\26178.conllu	1.0	1.0000000000000002	3.0			0.2857142857142857	0.0
26203	D:\textcomplexity\twitter_output\input_files\26203.conllu	1.0	1.0	3.733333333333333			0.3333333333333333	0.1666666666666666
26209	D:\textcomplexity\twitter_output\input_files\26209.conllu	1.0	1.0	3.75			0.25	0.0
26222	D:\textcomplexity\twitter_output\input_files\26222.conllu	1.0	1.0000000000000002	3.555555555555556			0.1111111111111111	0.0
26225	D:\textcomplexity\twitter_output\input_files\26225.conllu	1.0	1.0	2.9			0.3870967741935484	0.1666666666666666
26249	D:\textcomplexity\twitter_output\input_files\26249.conllu	1.0	1.0	3.5			0.25	0.0
26253	D:\textcomplexity\twitter_output\input_files\26253.conllu	1.0	1.0000000000000002	3.6666666666666665			0.3333333333333333	0.0
26270	D:\textcomplexity\twitter_output\input_files\26270.conllu	1.0	1.0	3.15			0.391304347826087	0.1111111111111111
26271	D:\textcomplexity\twitter_output\input_files\26271.conllu	1.0	1.0	3.44			0.3571428571428571	0.0
26332	D:\textcomplexity\twitter_output\input_files\26332.conllu	1.0	1.0	3.8			0.3636363636363636	0.0
26353	D:\textcomplexity\twitter_output\input_files\26353.conllu	1.0	1.0000000000000002	3.333333333333333			0.3333333333333333	0.0
26390	D:\textcomplexity\twitter_output\input_files\26390.conllu	1.0	1.0000000000000002	3.833333333333333			0.375	0.0
26451	D:\textcomplexity\twitter_output\input_files\26451.conllu	1.0	1.0000000000000002	3.5			0.2857142857142857	0.0
26463	D:\textcomplexity\twitter_output\input_files\26463.conllu	1.0	1.0	2.5			0.2	0.0
26467	D:\textcomplexity\twitter_output\input_files\26467.conllu	0.9333333333333332	0.9933716196434602	3.533333333333333			0.3548387096774194	0.1818181818181818
26535	D:\textcomplexity\twitter_output\input_files\26535.conllu	1.0	1.0	2.7			0.3636363636363636	0.0
26547	D:\textcomplexity\twitter_output\input_files\26547.conllu	1.0	1.0	3.6			0.3043478260869565	0.1428571428571428
26548	D:\textcomplexity\twitter_output\input_files\26548.conllu	1.0	1.0	3.8			0.3571428571428571	0.2
26558	D:\textcomplexity\twitter_output\input_files\26558.conllu	1.0	1.0	3.9			0.391304347826087	0.2222222222222222
26586	D:\textcomplexity\twitter_output\input_files\26586.conllu	0.95	0.9902410118609204	3.35			0.3636363636363636	0.125
26658	D:\textcomplexity\twitter_output\input_files\26658.conllu	0.92	0.9843856189774725	3.6			0.36	0.2222222222222222
26666	D:\textcomplexity\twitter_output\input_files\26666.conllu	1.0	1.0	2.75			0.25	0.0
26676	D:\textcomplexity\twitter_output\input_files\26676.conllu	1.0	1.0	3.0			0.3333333333333333	0.0
26704	D:\textcomplexity\twitter_output\input_files\26704.conllu	1.0	1.0000000000000002	3.833333333333333			0.1666666666666666	0.0
26715	D:\textcomplexity\twitter_output\input_files\26715.conllu	0.8888888888888888	0.9727652780181634	3.111111111111111			0.2727272727272727	0.0
26718	D:\textcomplexity\twitter_output\input_files\26718.conllu	0.9	0.98287611669665	3.1833333333333336			0.3548387096774194	0.1818181818181818
26771	D:\textcomplexity\twitter_output\input_files\26771.conllu	0.9333333333333332	0.9869880158145604	3.8			0.3888888888888889	0.1428571428571428
26787	D:\textcomplexity\twitter_output\input_files\26787.conllu	1.0	1.0000000000000002	3.5			0.375	0.0
26808	D:\textcomplexity\twitter_output\input_files\26808.conllu	1.0	1.0	2.933333333333333			0.3333333333333333	0.2
26873	D:\textcomplexity\twitter_output\input_files\26873.conllu	0.96	0.9921928094887362	2.88			0.3448275862068966	0.0
26879	D:\textcomplexity\twitter_output\input_files\26879.conllu	1.0	1.0	3.6			0.3636363636363636	0.125
26880	D:\textcomplexity\twitter_output\input_files\26880.conllu	1.0	1.0	3.45			0.375	0.0
26895	D:\textcomplexity\twitter_output\input_files\26895.conllu	1.0	1.0	3.0			0.3571428571428571	0.2
26905	D:\textcomplexity\twitter_output\input_files\26905.conllu	0.8666666666666667	0.9739760316291208	3.2			0.3684210526315789	0.1428571428571428
26912	D:\textcomplexity\twitter_output\input_files\26912.conllu	1.0	1.0	3.6			0.3571428571428571	0.2
26915	D:\textcomplexity\twitter_output\input_files\26915.conllu	1.0	1.0	3.85			0.391304347826087	0.1111111111111111
26967	D:\textcomplexity\twitter_output\input_files\26967.conllu	1.0	1.0	3.566666666666667			0.3125	0.2
26987	D:\textcomplexity\twitter_output\input_files\26987.conllu	1.0	1.0	3.2			0.35	0.0
26998	D:\textcomplexity\twitter_output\input_files\26998.conllu	1.0	1.0000000000000002	3.333333333333333			0.3333333333333333	0.0
27000	D:\textcomplexity\twitter_output\input_files\27000.conllu	0.95	0.9902410118609204	3.5			0.3181818181818182	0.1428571428571428
27041	D:\textcomplexity\twitter_output\input_files\27041.conllu	1.0	1.0	3.4			0.3333333333333333	0.2
27080	D:\textcomplexity\twitter_output\input_files\27080.conllu	0.96	0.9921928094887362	3.72			0.3793103448275862	0.0909090909090909
27173	D:\textcomplexity\twitter_output\input_files\27173.conllu	1.0	1.0	3.84			0.3793103448275862	0.0909090909090909
27210	D:\textcomplexity\twitter_output\input_files\27210.conllu	1.0	1.0	3.55			0.3181818181818182	0.0
27251	D:\textcomplexity\twitter_output\input_files\27251.conllu	1.0	1.0	3.56			0.3928571428571428	0.1818181818181818
27253	D:\textcomplexity\twitter_output\input_files\27253.conllu	1.0	1.0000000000000002	3.5			0.3333333333333333	0.0
27292	D:\textcomplexity\twitter_output\input_files\27292.conllu	0.96875	0.9948924411367652	3.40625			0.34375	0.0
27295	D:\textcomplexity\twitter_output\input_files\27295.conllu	1.0	1.0000000000000002	3.6666666666666665			0.3333333333333333	0.0
27297	D:\textcomplexity\twitter_output\input_files\27297.conllu	0.96875	0.9948924411367652	2.78125			0.3611111111111111	0.1538461538461538
27314	D:\textcomplexity\twitter_output\input_files\27314.conllu	1.0	1.0	3.466666666666667			0.3333333333333333	0.0
27330	D:\textcomplexity\twitter_output\input_files\27330.conllu	1.0	1.0	3.3			0.3846153846153846	0.0
27366	D:\textcomplexity\twitter_output\input_files\27366.conllu	1.0	1.0	2.5			0.3333333333333333	0.0
27390	D:\textcomplexity\twitter_output\input_files\27390.conllu	1.0	1.0	3.533333333333333			0.375	0.1666666666666666
27404	D:\textcomplexity\twitter_output\input_files\27404.conllu	1.0	1.0000000000000002	3.333333333333333			0.2857142857142857	0.0
27406	D:\textcomplexity\twitter_output\input_files\27406.conllu	1.0	1.0	3.55			0.391304347826087	0.1111111111111111
27416	D:\textcomplexity\twitter_output\input_files\27416.conllu	1.0	1.0	2.2			0.3333333333333333	0.0
27424	D:\textcomplexity\twitter_output\input_files\27424.conllu	1.0	1.0	3.6			0.3636363636363636	0.125
27464	D:\textcomplexity\twitter_output\input_files\27464.conllu	1.0	1.0	3.45			0.2608695652173913	0.1666666666666666
27470	D:\textcomplexity\twitter_output\input_files\27470.conllu	1.0	1.0	3.333333333333333			0.3684210526315789	0.0
27490	D:\textcomplexity\twitter_output\input_files\27490.conllu	1.0	1.0	3.733333333333333			0.3157894736842105	0.1666666666666666
27491	D:\textcomplexity\twitter_output\input_files\27491.conllu	1.0	1.0	3.3			0.3571428571428571	0.2
27521	D:\textcomplexity\twitter_output\input_files\27521.conllu	1.0	1.0	3.96			0.3333333333333333	0.1111111111111111
27530	D:\textcomplexity\twitter_output\input_files\27530.conllu	0.8888888888888888	0.9727652780181634	3.444444444444444			0.1111111111111111	0.0
27532	D:\textcomplexity\twitter_output\input_files\27532.conllu	1.0	1.0	3.24			0.3571428571428571	0.2
27536	D:\textcomplexity\twitter_output\input_files\27536.conllu	1.0	1.0	3.933333333333333			0.3333333333333333	0.2
27568	D:\textcomplexity\twitter_output\input_files\27568.conllu	0.9333333333333332	0.9869880158145604	3.6			0.3333333333333333	0.0
27608	D:\textcomplexity\twitter_output\input_files\27608.conllu	1.0	1.0	3.12			0.3928571428571428	0.1818181818181818
27616	D:\textcomplexity\twitter_output\input_files\27616.conllu	0.96	0.9943693355204216	3.68			0.3944954128440367	0.1627906976744186
27650	D:\textcomplexity\twitter_output\input_files\27650.conllu	1.0	1.0	3.8666666666666663			0.375	0.1666666666666666
27660	D:\textcomplexity\twitter_output\input_files\27660.conllu	0.9333333333333332	0.9869880158145604	3.2			0.3157894736842105	0.0
27684	D:\textcomplexity\twitter_output\input_files\27684.conllu	1.0	1.0	2.7666666666666666			0.3333333333333333	0.2
27687	D:\textcomplexity\twitter_output\input_files\27687.conllu	0.9333333333333332	0.9869880158145604	2.933333333333333			0.3333333333333333	0.2
27692	D:\textcomplexity\twitter_output\input_files\27692.conllu	0.92	0.9843856189774725	3.52			0.3333333333333333	0.1111111111111111
27736	D:\textcomplexity\twitter_output\input_files\27736.conllu	1.0	1.0000000000000002	2.4444444444444446			0.2727272727272727	0.0
27763	D:\textcomplexity\twitter_output\input_files\27763.conllu	0.9166666666666666	0.9795739585136224	2.6666666666666665			0.3846153846153846	0.2
27770	D:\textcomplexity\twitter_output\input_files\27770.conllu	1.0	1.0	2.7333333333333334			0.375	0.1666666666666666
27771	D:\textcomplexity\twitter_output\input_files\27771.conllu	1.0	1.0	2.5			0.3333333333333333	0.0
27780	D:\textcomplexity\twitter_output\input_files\27780.conllu	1.0	1.0000000000000002	3.1666666666666665			0.3333333333333333	0.0
27787	D:\textcomplexity\twitter_output\input_files\27787.conllu	1.0	1.0	3.2			0.375	0.0833333333333333
27826	D:\textcomplexity\twitter_output\input_files\27826.conllu	1.0	1.0	3.05			0.391304347826087	0.1111111111111111
27832	D:\textcomplexity\twitter_output\input_files\27832.conllu	0.88	0.9842387530608884	3.68			0.3846153846153846	0.2
27836	D:\textcomplexity\twitter_output\input_files\27836.conllu	1.0	1.0	2.9000000000000004			0.3333333333333333	0.0
27843	D:\textcomplexity\twitter_output\input_files\27843.conllu	1.0	1.0000000000000002	3.5			0.25	0.0
27858	D:\textcomplexity\twitter_output\input_files\27858.conllu	1.0	1.0000000000000002	3.333333333333333			0.3636363636363636	0.0
27894	D:\textcomplexity\twitter_output\input_files\27894.conllu	1.0	1.0000000000000002	3.5			0.3333333333333333	0.0
27909	D:\textcomplexity\twitter_output\input_files\27909.conllu	1.0	1.0000000000000002	3.1666666666666665			0.375	0.0
27927	D:\textcomplexity\twitter_output\input_files\27927.conllu	1.0	1.0	3.6666666666666665			0.3529411764705882	0.0
27992	D:\textcomplexity\twitter_output\input_files\27992.conllu	1.0	1.0	2.75			0.3181818181818182	0.1428571428571428
27995	D:\textcomplexity\twitter_output\input_files\27995.conllu	1.0	1.0000000000000002	1.8333333333333333			0.375	0.0
27996	D:\textcomplexity\twitter_output\input_files\27996.conllu	1.0	1.0	3.0			0.3333333333333333	0.0
27997	D:\textcomplexity\twitter_output\input_files\27997.conllu	1.0	1.0	3.2			0.3181818181818182	0.1428571428571428
28033	D:\textcomplexity\twitter_output\input_files\28033.conllu	0.925	0.9877418587282366	3.875			0.3809523809523809	0.1875
28047	D:\textcomplexity\twitter_output\input_files\28047.conllu	1.0	1.0	2.5			0.3333333333333333	0.0
28102	D:\textcomplexity\twitter_output\input_files\28102.conllu	1.0	1.0	3.7			0.3636363636363636	0.125
28159	D:\textcomplexity\twitter_output\input_files\28159.conllu	1.0	1.0	2.8			0.3846153846153846	0.2
28169	D:\textcomplexity\twitter_output\input_files\28169.conllu	1.0	1.0	3.55			0.391304347826087	0.1111111111111111
28207	D:\textcomplexity\twitter_output\input_files\28207.conllu	1.0	1.0	3.1			0.3636363636363636	0.0
28250	D:\textcomplexity\twitter_output\input_files\28250.conllu	0.9333333333333332	0.9869880158145604	3.533333333333333			0.3333333333333333	0.1666666666666666
28287	D:\textcomplexity\twitter_output\input_files\28287.conllu	0.96	0.9921928094887362	3.68			0.2413793103448276	0.1428571428571428
28336	D:\textcomplexity\twitter_output\input_files\28336.conllu	1.0	1.0	3.9			0.391304347826087	0.2222222222222222
28353	D:\textcomplexity\twitter_output\input_files\28353.conllu	1.0	1.0000000000000002	3.0			0.25	0.0
28359	D:\textcomplexity\twitter_output\input_files\28359.conllu	1.0	1.0	2.8			0.3571428571428571	0.0
28372	D:\textcomplexity\twitter_output\input_files\28372.conllu	0.9333333333333332	0.9869880158145604	2.466666666666667			0.25	0.0
28412	D:\textcomplexity\twitter_output\input_files\28412.conllu	1.0	1.0	3.2			0.3939393939393939	0.1538461538461538
28413	D:\textcomplexity\twitter_output\input_files\28413.conllu	1.0	1.0	2.25			0.2	0.0
28443	D:\textcomplexity\twitter_output\input_files\28443.conllu	1.0	1.0	3.9			0.375	0.1111111111111111
28524	D:\textcomplexity\twitter_output\input_files\28524.conllu	1.0	1.0000000000000002	2.888888888888889			0.2222222222222222	0.0
28527	D:\textcomplexity\twitter_output\input_files\28527.conllu	1.0	1.0	3.04			0.3571428571428571	0.2
28540	D:\textcomplexity\twitter_output\input_files\28540.conllu	1.0	1.0	3.9			0.391304347826087	0.2222222222222222
28603	D:\textcomplexity\twitter_output\input_files\28603.conllu	1.0	1.0000000000000002	3.5			0.2857142857142857	0.0
28611	D:\textcomplexity\twitter_output\input_files\28611.conllu	1.0	1.0	3.56			0.36	0.1111111111111111
28618	D:\textcomplexity\twitter_output\input_files\28618.conllu	1.0	1.0	3.0			0.3076923076923077	0.0
28621	D:\textcomplexity\twitter_output\input_files\28621.conllu	0.975	0.9962146654468867	3.4375			0.3703703703703703	0.1666666666666666
28622	D:\textcomplexity\twitter_output\input_files\28622.conllu	1.0	1.0	3.15			0.3043478260869565	0.1428571428571428
28636	D:\textcomplexity\twitter_output\input_files\28636.conllu	1.0	1.0	3.333333333333333			0.3684210526315789	0.0
28651	D:\textcomplexity\twitter_output\input_files\28651.conllu	1.0	1.0000000000000002	3.2222222222222223			0.3636363636363636	0.0
28660	D:\textcomplexity\twitter_output\input_files\28660.conllu	0.9666666666666668	0.9934940079072802	3.1			0.3125	0.1
28663	D:\textcomplexity\twitter_output\input_files\28663.conllu	1.0	1.0	3.733333333333333			0.2941176470588235	0.0
28676	D:\textcomplexity\twitter_output\input_files\28676.conllu	1.0	1.0	3.2			0.3684210526315789	0.0
